ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2	62,0,0,0,0,129,0,611,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,245,0	391	150
25	0,0,0,0,0,0,0,0,0,0,0,0,287	20,300,0,15,2,18,0,2,2,0,2,1,0	0,0,0,0,0,0,0,0,0,0	73,1,0,0,0,66,155,63,221,15	281	150
38	1,22,0,0,0,0,0,0,22,0,2,0,0	2,92,0,0,0,156,0,0,17,0,0,0,0	0,66,0,0,0,0,13,0,0,0	20,0,0,0,0,0,99,0,0,0	756	150
47	0,0,0,0,0,0,0,0,0,0,184,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0	458	150
63	0,20,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0	0,1,0,0,0,97,0,135,0,0	0,0,0,0,0,14,220,0,0,88	162	150
73	0,25,0,0,0,0,0,0,0,0,0,0,0	0,569,0,326,0,283,81,0,12,0,160,85,0	0,0,0,0,0,0,0,0,129,0	1,0,0,0,0,123,2,30,2,0	199	150
74	0,0,0,0,0,0,0,0,1,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	197	150
92	0,2,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,0,0,0,0	160	150
95	668,2436,1679,191,1126,3651,204,626,377,3727,11030,7131,4	0,2,0,0,0,0,0,0,0,0,0,5,0	1222,3299,0,320,2,1955,2777,269,822,411	0,0,0,0,0,0,0,0,0,0	2730	150
96	0,0,0,0,149,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,4,0,0,0,0	574	150
107	0,86,0,0,0,0,0,7,37,0,0,218,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,42,72,0,0,0	0,0,0,0,0,50,0,0,0,0	263	150
