intron	logef	Control	Autism	deltapsi
chr1:10101:10173:clu_16078_NA	-2.15262241778813	0.00381020765962415	0.000358728910580386	-0.00345147874904376
chr1:10101:10179:clu_16078_NA	0.188591666968882	0.83266745711853	0.814827508728678	-0.0178399483898515
chr1:10112:10179:clu_16078_NA	0.477184511152592	0.00241599870969336	0.00315518674362246	0.000739188033929103
chr1:10112:10184:clu_16078_NA	0.358334939889907	0.103717315300916	0.12027183144006	0.0165545161391441
chr1:10112:10259:clu_16078_NA	-0.402223226749941	0.0187706106277892	0.0101738385994669	-0.00859677202832238
chr1:10112:10271:clu_16078_NA	0.083346634020248	0.0118617070820638	0.0104480188859531	-0.00141368819611076
chr1:10112:10338:clu_16078_NA	0.670209570405522	0.0172465218705089	0.027318673782149	0.0100721519116401
chr1:10118:10184:clu_16078_NA	0.09892098433891	0.0024776771191386	0.00221664077815184	-0.000261036340986762
chr1:10124:10179:clu_16078_NA	0.678257337762016	0.00703250451173641	0.0112295721313383	0.00419706761960186
chr1:17055:17233:clu_16079_NA	-0.0693008519993563	1.65386538984828e-12	1.43981337526266e-12	-2.14052014585622e-13
chr1:17742:17915:clu_16079_NA	0.0693008519993563	0.999999999998346	0.99999999999856	2.1405099914773e-13
chr1:165942:168100:clu_16085_NA	0.310300121849253	0.00288899792942395	0.00452801996031738	0.00163902203089343
chr1:168165:168610:clu_16085_NA	-0.169648669279567	0.00239295833921761	0.00232090373905885	-7.20546001587606e-05
chr1:168165:169049:clu_16085_NA	-0.140651452569686	0.994718043731358	0.993151076300624	-0.0015669674307347
chr1:668744:670803:clu_16095_NA	-1.91456931736756	0.999999998992459	0.999999953630064	-4.5362395062476e-08
chr1:672150:674214:clu_16095_NA	1.91456931736756	1.00754102583195e-09	4.63699362602003e-08	4.53623952343684e-08
chr1:741271:743954:clu_16102_NA	0.236592008517965	0.784683262179466	0.838630880373482	0.0539476181940159
chr1:744003:744111:clu_16102_NA	-0.118403716510334	0.125885077178098	0.0943361237496573	-0.0315489534284412
chr1:744003:745447:clu_16102_NA	-0.118188292007631	0.0894316606424354	0.0670329958768607	-0.0223986647655748
chr1:764484:776580:clu_16106_NA	-0.597640818643223	0.00109963072164449	0.000597802279407832	-0.000501828442236659
chr1:764484:783034:clu_16106_NA	-1.08542513364939	0.136030489182861	0.0454051302053318	-0.0906253589775294
chr1:764484:787307:clu_16106_NA	-0.972566148962415	0.000127059800550612	4.74778308810682e-05	-7.95819696695443e-05
chr1:783186:784864:clu_16106_NA	2.22688464619271	0.0231531009613843	0.212126873425716	0.188973772464332
chr1:783186:787307:clu_16106_NA	-0.902572327681951	0.718254555773141	0.287845218438616	-0.430409337334526
chr1:784982:787307:clu_16106_NA	1.33131978274426	0.121335163560418	0.453977497820048	0.33264233425963
chr1:787490:788051:clu_16107_NA	0.0557288566793721	0.999969614941162	0.999972819589996	3.20464883363236e-06
chr1:788146:788771:clu_16107_NA	-0.0557288566793721	3.03850588376536e-05	2.71804100038623e-05	-3.20464883379132e-06
chr1:957842:970657:clu_16117_NA	0.463649315459395	2.77670574439518e-06	7.018570957842e-06	4.24186521344682e-06
chr1:970083:970657:clu_16117_NA	-0.463649315459395	0.999997223294256	0.999992981429042	-4.24186521341685e-06
chr1:987195:987373:clu_16127_NA	1.17392674050547	0.357063714209226	0.375027158785437	0.0179634445762114
chr1:987195:989133:clu_16127_NA	-2.44415779210328	0.00514588938776085	0.000145031821207679	-0.00500085756655317
chr1:987396:988841:clu_16127_NA	-0.59052381680074	1.56726239618919e-06	2.81947062610997e-07	-1.28531533357819e-06
chr1:987396:989133:clu_16127_NA	1.88249978931901	0.232540544850676	0.496072385625433	0.263531840774757
chr1:988873:989133:clu_16127_NA	-0.0217449209204557	0.405248284289941	0.12875514182086	-0.276493142469082
chr1:1034483:1034557:clu_16132_NA	-2.17814618302238	0.000498355144524967	0.000120243736819346	-0.000378111407705621
chr1:1034787:1034942:clu_16132_NA	0.352663088311956	0.000873072053841057	0.00264661096176382	0.00177353890792276
chr1:1034864:1034940:clu_16132_NA	-1.42780172513989	0.865636846827211	0.442313006750877	-0.423323840076334
chr1:1034941:1035098:clu_16132_NA	1.30850197160624	0.0147511069021985	0.11630012534607	0.101549018443871
chr1:1035018:1035098:clu_16132_NA	0.0648079501463788	0.00169362489481029	0.00384984593930698	0.0021562210444967
chr1:1035018:1035173:clu_16132_NA	0.581714816327191	0.0971758022580118	0.370402625248575	0.273226822990564
chr1:1035018:1035250:clu_16132_NA	1.51516051429934	0.00390332022019829	0.0378390669184846	0.0339357466982863
chr1:1035172:1035248:clu_16132_NA	-0.21690043252883	0.0154678716992037	0.0265284750981027	0.011060603398899
chr1:1154307:1158624:clu_16138_NA	-0.748778917431671	0.999997452858758	0.999988612450118	-8.84040864035374e-06
chr1:1156110:1158624:clu_16138_NA	0.748778917431671	2.54714124173182e-06	1.13875498821584e-05	8.84040864042663e-06
chr1:1192690:1198726:clu_16141_NA	0.354838669344358	1.25945627488153e-05	2.5715402197936e-05	1.31208394491207e-05
chr1:1198766:1203242:clu_16141_NA	-0.359002324688393	0.999980677119101	0.999964610276161	-1.60668429395328e-05
chr1:1203372:1209046:clu_16141_NA	0.0041636553440341	6.72831815042385e-06	9.67432164088974e-06	2.94600349046589e-06
chr1:1230008:1230098:clu_16147_NA	0.0807700021689818	0.727980630187744	0.758768774200716	0.0307881440129721
chr1:1230196:1230827:clu_16147_NA	-0.0807700021689817	0.272019369812256	0.241231225799284	-0.0307881440129722
chr1:1231314:1231395:clu_16148_NA	1.10591361900857	1.35903579246089e-07	1.24112287222363e-06	1.10521929297754e-06
